1.881  0.557  0.  0.065
2.110  0.729  0.  0.029
2.350  0.625  0.  0.015
2.600  0.549  0.  0.014
2.862  0.460  0.  0.015
3.133  0.383  0.  0.017
3.416  0.299  0.  0.016
3.709  0.297  0.  0.032
