1.77  0.644067  0.1  0.0690107
1.97  0.938905  0.1  0.0513463
2.17  1.08855  0.1  0.0402807
2.32  1.06599  0.05  0.0476428
2.42  1.00783  0.05  0.0414933
2.52  0.931682  0.05  0.0359021
2.62  1.07794  0.05  0.0350617
2.72  1.18818  0.05  0.0334715
2.82  1.12507  0.05  0.0299661
